,user_id,location,username,description
1748,"[""1148343997888417792',""]",,,"all thing Miami! R.I.P. Kobe / Peruvian Soccer aficionado / Jesus Luzardo & Jazz Chisholm Jr. enthusiast',"
1749,"[""1444650182767902724',""]","BC Canada',",,id':
1750,"[""1345434355498409984',""]",,,"#writer ✍️ of #horror fiction 🦇🩸🔪💀. #kindleunlimited Proud supporting member of the Horror Writers Association. 🕷️ Cat dad. 🐱🐱🐱 Librarian. 📚',"
1751,"[""1527343415691603968',""]","US',",,"No More Bourgeoise Malarkey',"
1752,"[""1586432903860428800',""]",,,"Q .4844550  直接点蓝色字体即可查看详细资料 （点下）→@cbbcbb782',"
1753,"[""1212068083155652610',""]",,,id':
1754,"[""249756171',""]","Section 516',",,id':
1755,"[""1433039953001422860',""]",,,"Wife to my wonderful Husband John, Mother and Grandmother.\nCDL Freight and Big Truck Wrecker Driver for Reeds Wrecker service Helenwood, TN',"
1756,"[""2565644791',""]","Las Vegas, NV',",,"Life level: 32\n\nNB/fluid/all pronouns/they/them\n\nCONTACT: smogteeth@gmail.com\n\nLINKS: https://t.co/eatTBTYiCK',"
1757,"[""1586530218759651328',""]",,,"Retired 20 Year veteran of US Army',"
1758,"[""1352248772504543234',""]","Texas, USA',",,"NO DMS\n#COS\n#NatDivorc\n#Patriot\n#DoNotComply\nWife to Air Force Vet. \nVet Mom. TEXAN. Direct Descendant of Founding Father, John Paul Jones. Independent.',"
1759,"[""1074283326020771840',""]",Eating Haggis,,"',"
1760,"[""1461903140702326785',""]",,,"#SKOL, #RaisedByWolves',"
1761,"[""903381804765388800',""]",,,"',"
1762,"[""845701356',""]","Ottawa, Ontario',",,"#MMAFamily #MMATwitter #PureEVilMMA #TheBestOfMMA #VIP #DiazArmy #TeamDiamond #TeamKhabib\n#UFC #BKFC #PFL #Bellator #Boxing #PBC #Wrestling #CageIQ',"
1763,"[""1576775887697379333',""]",,,"',"
1764,"[""1109946008673251328',""]","Oakland, CA',",,id':
1765,"[""977993981354225664',""]","Ontario',",,"connecting dots . . .  have you found a way out ? @_nftcity | @antilabs_io | @x_periment_x 🧪',"
1766,"[""1469004287682482179',""]",,,"Only here for Ravens Football and the Pat McAfee show. #Army',"
1767,"[""64769036',""]","Charlotte, NC',",,"bro, stop killing people with my taxes',"
1768,"[""1512093721818509314',""]","Princeton, NJ',",,id':
1769,"[""22960629',""]","State of Indiana',",,"Indiana Interstate Highway traffic conditions as reported to the INDOT Traffic Management Center. This account is not monitored...',"
1770,"[""1430677036536827912',""]","Hamilton, Ontario',",,id':
1771,"[""942172087191506945',""]","US Veteran in Germany',",,"Because I check stuff.\nhttps://t.co/bzuYDFnodb\nProve me wrong',"
1772,"[""802634756',""]",,,"The only faith-based lifestyle magazine targeted to the African American market in the NY/NJ area, it focuses on “Good News from the Church and the Community.”',"
1773,"[""1447107326515814404',""]","West Midlands, England',",,"ROX Network provide news and views on the world of rock and metal. Behind the scenes, classic interviews and more!',"
1774,"[""3318229109',""]",,,"',"
1775,"[""29194471',""]","Cheshire, UK',",,"Adventure • Hiking • Mountains • Camping ⛰😀 - Mountain Leader - Usually exploring Snowdonia or the Lake District #getoutside #hikingadventures #adventure',"
1776,"[""1497042647864815618',""]",,,"',"
1777,"[""1375641807506264065',""]",,,"Nothing makes me special.',"
1778,"[""1217587743284314113',""]","Drake',",,"',"
1779,"[""716578857659269121',""]","20',",,"Current autistic obsession is Dead Space                                                 \n@SuspendedDotPng                                      \n@DansGayAfAlt',"
1780,"[""1576774497621114881',""]",,,"',"
1781,"[""1020832553736048640',""]","New York, USA',",,"Tweeting all things #NewYork Tag us @NewYorkTweetzz and we will RT from time to time!',"
1782,"[""1113904650107932673',""]","Ohio, USA',",,"Sports prediction software developed by Jonathan Durda (Masters of Computer Science, Cleveland State University, 2015). Lineup data obtained from @Rotowire',"
1783,"[""371788218',""]",,,"',"
1784,"[""30198595',""]","Baltimore,MD',",,"God first and everything else is a bonus.\nThe best time of the day besides going home is lunch. \n#RavensFlock',"
1785,"[""1008622574140579840',""]",,,"',"
1786,"[""1223635236543696901',""]",,,"',"
1787,"[""2260675556',""]","Philadelphia',",,"The Travelore Report has been published monthly since 1971. Our editorial team focuses on upscale travel values worldwide. The link is safe.',"
1788,"[""1518932490899046403',""]",,Quantum_Farms'},"Gearhead environmentalist',"
1789,"[""850140788',""]",,Drswagger101'},"',"
1790,"[""251056368',""]","Fresno, CA',",pchrysafis'},"Human-wildlife conflict specialist in the Sierra Nevada and Central Valley. Camera trapper.  Founder of Predator Detection and Deterrence. He/him, views my own.',"
1791,"[""1549208434352050176',""]",,moran_andrei'},"',"
1792,"[""944883215147212800',""]",,uQaMLoQzb5fcHNn'},"',"
1793,"[""33319259',""]","ÜT: 39.478239,-119.80716',",KevinBrunson'},"Reno Nevada Insurance Agent, #ardentinsurance #runeveryday #run #runstreak #fitness #renonevada #insurance #kkrushvert #strava',"
1794,"[""492673884',""]","🤘🏻',",Dannycation'},"𝐄𝐬𝐭. 𝟏𝟗𝟗𝟔',"
1795,"[""1553337521672708096',""]",,yadajokuman'},"',"
1796,"[""273248888',""]","7Cities || Gboro || Arkansas',",DiiLiite'},"#VA|#BeachGirl|#NCAT13Alumna|#JSUMS|LandArch|UrbanAndRegPlan|#Blerd #AnimeLover |AnimeEgo:Yoruichi|Natural Woman|EnergyHealer|👻|IG: DiiLiite|Facility Designer',"
1797,"[""1521794283510149121',""]","United Kingdom',",TopoSocietyNFT'},"NFT Topographic Society. #NFTArtist and map maker from UK 🇬🇧. $GME #Gamestop #loopring #layer2 #Moaps',"
1798,"[""1203360196443148288',""]","SW Pennsylvania',",KodiakB57'},"🇺🇦Be Kind, Compassionate, take care of our Earth and all it’s inhabitants🏳️\u200d🌈ally 💉😷🌊 🌻🎶🎸No DM’s or lists.... ❤️🌙🐾🐺🐴🦬',"
1799,"[""1317399969108758528',""]",,Bolu_007G'},"Positive vibrations.\n\nEky 🕯',"
1800,"[""100301557',""]",,minerva140'},"',"
1801,"[""794265910257319940',""]",,Fernand65806636'},"',"
1802,"[""1160686704942039042',""]","NY, USA',",WMichael4078'},"Father of two boys. #apraxia #WritingCommunity #amwritingfantasy #votebluenomatterwho #amquerying #amwritingfantasy',"
1803,"[""1120417620325482498',""]","Oberhausen',",alikordo78'},"',"
1804,"[""269525401',""]","Costa Rica',",danielxploit1'},"Emprendedor con muchas ganas de aprender.  Apasionado de la tecnología, el mercadeo y el mundo cripto.',"
1805,"[""1129532332380082176',""]","United States',",azkomu'},"// Producer & DJ // ARIZONA \\\\ 🔺🇲🇽🇺🇸',"
1806,"[""835149536356155392',""]",,hooseindarabi'},"',"
1807,"[""773593286917365760',""]","Cusco, Peru',",SparrowExplorer'},"We have tours for families, friends and alone. if you want to have an amazing moment and something unforgettable .... our job is that.',"
1808,"[""1427795258193100807',""]",,L88656358'},"',"
1809,"[""2214547088',""]","San Diego, Ca',",FerrandSports'},"Player Personnel Assistance for Pro Developmental Sports Leagues 🏈🏀⚾️ Sports Broadcaster 🎙 Inquiries 6196551581',"
1810,"[""1242520876999999488',""]",,ogsaucepot'},"I’m just a dude from Chicago',"
1811,"[""1259586590663475203',""]","Cinnamon land',",TorivonVicky'},"I am a 23 year old female person who enjoys video games. I am a pansexual.  I enjoy women wayyy to much. I have a problem. Kuki supporter.',"
1812,"[""1437953233964601345',""]",,gremloreart'},"Aspiring digital artist \U0001fae7 30’s \U0001fae7 Eternally optimistic 🤔👍 Diagnosed autistic/ADHD/Crohn’s/j-pouch/fibro\nPFP by @toacano_',"
1813,"[""2969348595',""]","Youkai Mountain',",nitori_kappabot'},"(english bot for nitori kawashiro from the touhou project. follows/replies are automatic)',"
1814,"[""2901948432',""]",,venezia_esther'},"',"
1815,"[""3091535204',""]",,mmcginn13'},"Mother, grandmother, nurse, lifelong learner.',"
1816,"[""873124590',""]",In a pineapple under the sea,Kontrolla19'},"Fashion Designer; Screen Printing, Monogram, Mesh/ Flex Designs✂️ Manchester United. Guts over fear. i tweet the lyrics of songs i listen to 🎶 FC 🦅',"
1817,"[""150466730',""]","Salisbury, MD',",GregWehner'},"Digital strategist, journalist, traveler, photographer, writer, father, and believer of the Oxford comma.',"
1818,"[""938929297',""]","Nairobi, Kenya',",ConradKulo'},"A student of ideas interested in ethics, governance\nSocial Justice | Liberation Politics | An EXEMPLARY member of Opus Dei.',"
1819,"[""1473003838021853185',""]",,tardigrade_eth'},"Surviving my first year in #Crypto and making friends along the way',"
1820,"[""1961534329',""]","Chicago, IL',",WowitisPaula'},"',"
1821,"[""1462614892331114500',""]",,kontentwsmoothk'},"narcoleptique',"
1822,"[""1584516595027697664',""]",,erfaanjahan'},"',"
1823,"[""1587518239072043008',""]","Mississippi',",bardwell_bruce'},"Christian, conservative, patriot who loves his country.',"
1824,"[""152167722',""]",,deathman00789'},"Wait what? |27|\n\nProfile art by @athunderheart\nBanner art by @_brina_bee',"
1825,"[""1195923641256558597',""]","Nekoland',",DaveKatsune'},"Nya~! Your favorite catgirl, Dave as a bot!',"
1826,"[""1019296309',""]","Atlanta, Georgia',",SeegwunD'},"Atheist, social liberalist, homeland soldier and international human.',"
1827,"[""1584063682140831746',""]","日本',",shirowto_ginga'},"ファンアート・二次創作漫画を投稿します。ジャンルはいろいろで、時折同人誌即売会に参加しています。特に銀牙が大好きです！※原作者様や公式企業各社様とは一切関係ございません。銀牙の非公式ファンアカウントも運営→@unofficialginga',"
1828,"[""43326457',""]","Austin, TX',",Timeless512'},"',"
1829,"[""1520063709061734401',""]",,3_Bucci_'},"18 | Fae/Faer | 17+ only | JJBA, SL:C, Genshin',"
1830,"[""53622291',""]","New Whiteland, IN',",wordsofmoss'},"Coaster Count: 163. Tornado Count: 12. 3 kids. 1 grandkid #wordsofmoss. Semi-Retired Storm Chaser',"
1831,"[""45596436',""]","Santa Barbara, CA',",cookiesinheaven'},"Swiller of lattes, hugger of trees, #cookie inhaler of Finnish descent \nAt the M place - @cookiesinheaven@m.ai6yr.org\nFAIR WARNING: I tweet a bunch',"
1832,"[""1305246742967971840',""]",,HeartbeatofSG'},"Streaming Southern Gospel Music 24/7',"
1833,"[""1421397347909529600',""]","洋画という名のマルチバース',",IIMAXIMAXIMAX'},"アメコミ・洋画勢です 好きなアニメはディズニー ピクサー ルーニーテューンズ カートゥーン系・海外アニメ全般お気軽にフォローよろしくお願いします DisneyPlus会員Netflix会員 好きなゲームはキングダムハーツ😆無言フォローOK',"
1834,"[""1579788462928154626',""]",,Oneguy123T'},"',"
1835,"[""294379644',""]",,BigShirtlessRon'},"Old Busted Hotness.',"
1836,"[""959827176588800000',""]","Mexico',",crownedgansi'},"Owner of The Crowned Empire. Crowned Visuals.| ΦIA🦁 | Chihuahua 🇲🇽 |',"
1837,"[""1030902291908501506',""]",,Hadis09467264'},"',"
1838,"[""519146954',""]","Baltimore',",GregInBaltimore'},"Currency trader, Elliott Wave practioner, observer of market, deflationist, husband and father.',"
1839,"[""2669683729',""]",,midnightwonko'},"verified': False,"
1840,"[""1363188676948328450',""]","no location found',",uluvraee'},"main @myfavrae 💕💕',"
1841,"[""2388969617',""]","le sud',",chxde11'},"hello, nice to meet you, bonjour',"
1842,"[""2786134888',""]","Luxembourg',",Shininglux'},"Learning 🇳🇱🇫🇷🇫🇮🇩🇪\nI understand 🇬🇧🇪🇦🇧🇷🇮🇹\nMy brain will turn to mush',"
1843,"[""2367069331',""]","Eldoret, Kenya',",NOVACANE_41'},"nipe nyafasi',"
1844,"[""1376528816408039427',""]","Maybe Pakistan?',",Caraddict10'},"Aye',"
1845,"[""1593609873421377536',""]",,commonsenseohk'},"Independent.',"
1846,"[""1134907050',""]","England, United Kingdom',",Damo_McGregor'},"🏟 WORLD CUP MODE: Activated ⚽️ #ItsComingHome🏆 #BF❤ #RM🤍 #ThreeLions #JoieDeVivre🌍',"
1847,"[""82639651',""]","Boulogne-Billancourt, France',",blackduchessa'},"NAMJOON Stan',"
1848,"[""1527118883421057025',""]",,Lavone51754620'},"网址：https://t.co/MymA45rEGJ\n\n联系飞机：@Lw0369\n\n联系客服领彩金',"
1849,"[""389716925',""]","Virginia Beach, VA',",Dalmainea'},"She/Her✨Grad Student Here to make my Dog Proud✨VWU Alumna, WM ‘24 IG: @Dalmainea',"
1850,"[""1325828574805417986',""]","Konoha',",susune92'},"25 | Fan de Final Fantasy ! 🤩🤩Tifa 🤩🤩 | ❤️❤️ Lulu ❤️❤️',"
1851,"[""2867091382',""]","A pa lòt bò an té ké lé mò',",BelovedYemaya'},"On dit GWAyav, pa fè moun chié | #Karukera Zèl Tranchan | Handicapée ingrate | Jamais contente.\nprofile pic by me.',"
1852,"[""1582832931835637760',""]","Hertogenbosch, Netherland",Raniamanallah'},"',"
1853,"[""3422622495',""]",,sleepydoremouse'},"',"
1854,"[""1579940361467731970',""]",,hdhrh_hfight'},"',"
1855,"[""704298890',""]",,lilysunn'},"',"
1856,"[""1566122359',""]",,Noeskaya'},"',"
1857,"[""4778411172',""]","Texas, USA',",apatheticvoter1'},"Conservatarian with Populist leaning views on trade, worker visas, & immigration.',"
1858,"[""1405904535042904068',""]","Nantes, France',",ArmandSarlangue'},"Nature photographer 🇫🇷 / Siena Drone Awards Photographer of the Year 2022 / Natgeo / Guardian/ California Academy of Sciences / @light_artists / @WHALEMembers',"
1859,"[""1283174348141088768',""]","Michigan',",blm_angie'},"These are the Days of Our Lives! Welcome to the Michael Jackson KARMA 🚂. ALL ABOARD 😏',"
1860,"[""1569967422853218304',""]",,spaspaspaspasp5'},"高端项目，豪华星际套间，华丽舞者，SPA 按摩 水疗全国十三城可预约！北京，上海，广州，深圳，杭州，天津，成都，厦门，南京，珠海，青岛，重庆，大连 微信预约：〖k70705859〗   防失联预约qq: ＜1546024656＞',"
1861,"[""23117492',""]","Columbus, USA',",Suirtem16'},"verified': False,"
1862,"[""1200093537594949638',""]",,AVN32891548'},"verified': False,"
1863,"[""780569790515585025',""]","Grand Blanc, MI',",casper32892'},"Student + recovering politico',"
1864,"[""754387372171722752',""]",,Lamooyalmansoo2'},"',"
1865,"[""2984529507',""]",,Pineapple_F0XT'},"',"
1866,"[""900758321216585729',""]","Orlando, FL',",WdwStats'},"Tweeting about the actual waiting time and keeps you posted about interruptions in Walt Disney World.\n\n📸 wdw.stats\n\nThis account is not allied to Disney.',"
1867,"[""2860090079',""]",,burrntt'},"unagi',"
1868,"[""720365641216098307',""]","Arizona, USA',",Ironsoldi3r91'},"live in Bremen Germany during Gulf war. Tech Engineer for HP in Boise, ID. Currently living in Az.',"
1869,"[""30606171',""]","no',",swampswamppy'},"can someone come get me im too gay to drive     28',"
1870,"[""382490306',""]",,ohnonotagainn'},"',"
1871,"[""52012432',""]","Wiradjuri country',",gabriellechan'},"Guardian Australia Rural+Regional Editor. Rusted Off (Penguin 2018). Why You Should Give A F*ck About Farming (Aug 31, 2021).',"
1872,"[""1088507121262620674',""]","Clarksville, TN',",Jayy6ixx'},"Guten Tag.',"
1873,"[""18178388',""]","San Diego, CA',",nightstandreads'},"NightStand Reads is dedicated to bringing awareness of great books to the masses. Millions of great books go unread and we want to help change that.',"
1874,"[""2716561885',""]","Any Time Any Place',",stigmacher1'},"Quiet Professional《☆》Vet AFSOC 1SOW Hurlburt Fld FL《☆》No weapon forged against you will prevail, and you will refute every tongue that accuses you《☆》',"
1875,"[""861380265037508608',""]",,blazingvoidrelm'},"verified': False,"
1876,"[""18788783',""]",,Elpico72'},"A series of transmissions recorded over a period of eight years in the 1970s.',"
1877,"[""1497638654868664335',""]",,GivensDemonte'},"',"
1878,"[""30590930',""]","NYC',",JusKeese_'},"Brooklyn/L.I 📍',"
1879,"[""1416853664661127170',""]","Brentwood, NY',",NostalgiaNerd05'},"Age: 16 | He/Him | #ActuallyAutistic | Pro-Furry | Mario & Sonic Fan | Pro-Choice | #BlackLivesMatter | MCU Geek | SJW | LGBTQ+ Ally | #IStandWithUkraine',"
1880,"[""1567511049879932930',""]",,Eidolon8C'},"Funny posses by @yearofthesnitch\n\nNonbinary They/Them \nAutism\nADHD\nAnarchist\n\n🇩🇪 Brazil in Germany (NRW)\n21\n\n❤️@Stanley2029A ❤️\n\nAD @opossumbreeder',"
1881,"[""1292258485854449664',""]",,Tagota14'},"Nacqui un venerdi\nPomeriggio\nPiovoso e turbolento\n\nChissà cosa\nCi si sarebbe potuto\nAspettarsi\nDel resto',"
1882,"[""1451669321218990080',""]","Karachi, Pakistan',",E786G'},location':
1883,"[""18445181',""]","Seattle, WA',",Geoff_Litwin'},"35 year old living in Seattle. Lived in AZ for 10 years but back in Seattle. Love all Seattle sports and ASU and love to snowboard. Zagat/Google contributor.',"
1884,"[""3284505955',""]",,Jenniferb5801'},"',"
1885,"[""120285980',""]",,scottgoblue314'},name':
1886,"[""3016068787',""]",,Patchedpumpkins'},"Pepper ☆ 25+ ☆ they/them ☆ just here for a nice time~',"
1887,"[""1490950387435991042',""]",,factsonly190'},"',"
1888,"[""2192204858',""]","Brindleton Bay',",LeiaMariaMcIn'},"Trying to be the best self,one can be. (She/Her)',"
1889,"[""814770191930458112',""]","Kenya',",DanRevived'},"Me',"
1890,"[""3272146002',""]","Texas, USA',",sunflowerrose99'},"I’m Rooting For Everyone Black🤎🤎🤎she/her',"
1891,"[""1513085437778272261',""]",,usmantahir2164'},"There is no GOD but one ALLAH',"
1892,"[""718239356083904513',""]","Castle of Infinity',",Real_Infinity95'},"Master of Masters. King of Infinity. Games/Gaming/ Real World News/ Hip-Hop-Rap/ Music/G4TV/ WWE & more. This account is not automated.',"
1893,"[""1314726791207059457',""]","New York, NY',",shrederickson'},"International Architect based in NYC/ Trader Lion Student / HV setups/ Tweets are not advice. Substack: https://t.co/PsSWERZh4h',"
